5
0 10 0
0 11 0
1 11 0
2 11 0
2 12 0
3 12 0
3 13 0
4 13 0
5 13 0
6 13 0
7 13 0
8 13 0
9 13 0
10 13 0
10 12 0
11 12 0
12 12 0
13 12 0
14 12 0
15 12 0
16 12 0
16 11 0
17 11 0
18 11 0
18 10 0
19 10 0
20 10 0
20 9 0
21 9 0
22 9 0
23 9 0
23 8 0
24 8 0
25 8 0
25 7 0
26 7 0
26 6 0
27 6 0
27 5 0
28 5 0
28 4 0
28 3 0
28 2 0
29 2 0
29 1 0
30 1 0
30 0 0
31 35 1
31 34 1
30 34 1
30 33 1
30 32 1
30 31 1
29 31 1
29 30 1
29 29 1
28 29 1
28 28 1
27 28 1
27 27 1
26 27 1
25 27 1
25 26 1
24 26 1
24 25 1
23 25 1
22 25 1
21 25 1
21 24 1
20 24 1
19 24 1
19 23 1
18 23 1
17 23 1
16 23 1
15 23 1
14 23 1
13 23 1
13 24 1
12 24 1
11 24 1
3 37 1
4 37 1
4 38 1
5 38 1
5 39 1
5 40 1
6 40 1
6 41 1
7 41 1
7 42 1
8 42 1
9 42 1
9 43 1
10 43 1
11 43 1
12 43 1
31 56 2
30 56 2
29 56 2
28 56 2
27 56 2
26 56 2
25 56 2
24 56 2
23 56 2
22 56 2
21 56 2
20 56 2
19 56 2
18 56 2
17 56 2
16 56 2
15 56 2
14 56 2
13 56 2
12 56 2
11 56 2
10 56 2
9 56 2
8 56 2
7 56 2
6 56 2
5 56 2
4 56 2
4 66 2
4 67 2
4 68 2
4 69 2
4 70 2
4 71 2
5 71 2
5 72 2
6 72 2
7 72 2
8 73 2
9 73 2
10 74 2
11 74 2
12 74 2
13 74 2
14 75 2
15 75 2
16 75 2
17 75 2
18 75 2
19 75 2
20 75 2
21 75 2
22 75 2
23 75 2
24 75 2
25 75 2
26 75 2
27 75 2
28 75 2
29 75 2
29 74 2
30 74 2
29 91 3
30 91 3
29 90 3
28 90 3
27 90 3
27 89 3
26 89 3
25 89 3
25 88 3
24 88 3
23 88 3
23 87 3
22 87 3
21 87 3
20 87 3
19 87 3
18 87 3
17 87 3
16 87 3
15 87 3
14 87 3
14 88 3
13 88 3
12 88 3
11 88 3
11 89 3
10 89 3
9 89 3
8 89 3
8 90 3
9 99 4
9 98 4
8 98 4
8 97 4
8 96 4
9 96 4
9 95 4
10 95 4
11 95 4
12 95 4
13 95 4
14 95 4
15 95 4
16 95 4
17 95 4
18 95 4
19 95 4
20 95 4
21 95 4
22 95 4
23 95 4
24 95 4
24 96 4
25 96 4
26 96 4
26 97 4
27 97 4
27 98 4
27 99 4
27 100 4
27 101 4
26 102 4
25 102 4
25 103 4
24 103 4
23 103 4
22 103 4
21 103 4
20 103 4
19 103 4
18 103 4
17 103 4
17 102 4
16 102 4
15 102 4
14 102 4
14 101 4
13 101 4
12 101 4
12 100 4
11 100 4
11 99 4
11 98 4
12 98 4
13 98 4
14 98 4
15 98 4
16 98 4
17 98 4
18 99 4
19 99 4
20 99 4
21 99 4
22 100 4
21 100 4
18 98 4
2 87 4
2 86 4
2 85 4
2 84 4
2 83 4
2 82 4
2 81 4
2 80 4
2 79 4
2 78 4
3 78 4
4 78 4
4 79 4
5 79 4
6 79 4
6 80 4
7 80 4
7 81 4
8 81 4
8 82 4
9 82 4
10 82 4
10 81 4
11 81 4
12 81 4
12 80 4
13 80 4
14 80 4
15 80 4
16 80 4
17 80 4
18 80 4
19 80 4
20 80 4
21 80 4
22 80 4
22 81 4
23 81 4
24 81 4
25 81 4
26 81 4
26 82 4
27 82 4
27 83 4
28 83 4
29 83 4
29 84 4
30 84 4
31 84 4
31 85 4
32 85 4
32 86 4
33 86 4
33 87 4
34 87 4
35 87 4
35 88 4
36 88 4
36 89 4
36 90 4
37 90 4
37 91 4
37 92 4
37 93 4
37 94 4
37 95 4
37 96 4
37 97 4
37 98 4
37 99 4
37 100 4
36 100 4
36 99 4
36 98 4
36 97 4
36 96 4
36 95 4
35 95 4
35 94 4
35 93 4
35 92 4
35 91 4
35 90 4
35 89 4
35 86 4
35 85 4
35 84 4
35 83 4
35 82 4
35 81 4
35 80 4
35 79 4
35 78 4
35 77 4
35 76 4
35 75 4
35 74 4
35 73 4
35 72 4
35 71 4
35 70 4
36 70 4
36 69 4
36 68 4
36 67 4
37 66 4
37 65 4
37 64 4
37 63 4
37 62 4
37 61 4
37 60 4
37 59 4
37 58 4
37 57 4
36 57 4
36 56 4
36 55 4
36 54 4
36 53 4
36 52 4
36 51 4
36 50 4
36 49 4
36 48 4
36 47 4
36 46 4
36 45 4
36 44 4
36 43 4
20 39 4
20 38 4
20 37 4
20 36 4
20 35 4
20 34 4
19 34 4
19 33 4
18 33 4
18 34 4
18 35 4
18 36 4
19 37 4
19 38 4
21 39 4
22 39 4
23 39 4
23 38 4
24 38 4
24 37 4
25 37 4
25 36 4
25 35 4
24 34 4
24 33 4
23 33 4
23 32 4
22 32 4
21 32 4
21 31 4
20 31 4
19 31 4
9 32 4
9 33 4
8 33 4
8 34 4
8 35 4
2 25 4
3 25 4
3 24 4
3 23 4
4 23 4
4 22 4
5 22 4
5 21 4
6 21 4
7 20 4
8 20 4
8 19 4
9 19 4
10 19 4
10 18 4
11 18 4
12 18 4
13 18 4
14 18 4
15 18 4
16 18 4
17 18 4
18 19 4
19 19 4
20 19 4
21 19 4
22 19 4
23 19 4
24 19 4
25 19 4
26 19 4
27 19 4
28 19 4
29 19 4
30 20 4
31 20 4
32 20 4
32 21 4
33 21 4
33 22 4
34 22 4
34 23 4
35 23 4
35 24 4
36 24 4
36 23 4
36 22 4
36 21 4
36 20 4
36 19 4
36 18 4
37 18 4
37 17 4
37 16 4
37 15 4
37 14 4
37 13 4
37 12 4
37 11 4
37 10 4
37 9 4
37 8 4
37 7 4
37 6 4
37 5 4
37 4 4
36 4 4
36 5 4
35 5 4
35 6 4
34 7 4
34 8 4
34 9 4
33 9 4
33 10 4
32 10 4
32 11 4
32 12 4
31 12 4
31 13 4
30 13 4
30 14 4
29 14 4
29 15 4
28 15 4
2 3 4
3 3 4
4 3 4
5 3 4
6 3 4
7 3 4
8 3 4
8 2 4
9 2 4
10 2 4
11 2 4
12 2 4
13 2 4
14 2 4
15 2 4
16 2 4
17 2 4
18 2 4
19 2 4
20 2 4
21 2 4
21 1 4
22 1 4
